RA,Nome,Fase,Turma,Ano_Nascimento,Idade,Gênero,Ano_Ingresso,IAA,IEG,IPS,IDA,IPV,IAN,INDE,Pedra,Defas,Ponto_de_Virada,Matem,Portug,Inglês,Pedra_Calculada,Gap_IAA_IDA,Media_Academica,RISCO,Faixa_Etaria,Tempo_Programa
RA-258,Aluno-258,3,G,2010,12,Menina,2018,10.0,7.3,5.6,4.8,6.125,10.0,6.926,Ágata,0,0,2.7,6.2,5.5,Ametista,5.2,6.05,1,Adolescente (11-14),4
RA-259,Aluno-259,3,G,2006,16,Menino,2017,8.8,2.9,7.5,0.9,4.625,2.5,4.182,Quartzo,-3,0,0.0,2.7,0.2,Quartzo,7.9,1.9,1,Jovem (15+),5
RA-260,Aluno-260,3,G,2009,13,Menina,2019,10.0,8.2,7.5,5.0,6.458,10.0,7.44,Ametista,0,0,5.7,5.2,4.2,Ametista,5.0,6.6,0,Adolescente (11-14),3
RA-261,Aluno-261,3,G,2008,14,Menina,2019,8.8,7.2,5.6,5.8,7.042,5.0,6.763,Ágata,-1,0,6.2,5.8,5.5,Ágata,3.000000000000001,6.5,0,Adolescente (11-14),3
RA-262,Aluno-262,3,G,2007,15,Menino,2021,0.0,5.8,5.6,3.4,5.625,5.0,4.786,Quartzo,-2,0,1.3,5.5,3.5,Quartzo,-3.4,4.6,1,Jovem (15+),1
RA-263,Aluno-263,3,G,2007,15,Menina,2019,5.8,5.6,7.5,3.7,4.417,5.0,5.319,Quartzo,-2,0,3.0,2.8,5.4,Quartzo,2.0999999999999996,4.65,1,Jovem (15+),3
RA-264,Aluno-264,3,I,2007,15,Menina,2022,10.0,9.2,5.6,5.8,6.625,5.0,7.087,Ametista,-2,0,6.0,5.5,,Ametista,4.2,7.5,0,Jovem (15+),0
RA-265,Aluno-265,3,I,2009,13,Menino,2019,8.3,7.7,7.5,6.9,7.917,10.0,7.926,Ametista,0,0,5.3,7.0,8.5,Ametista,1.4000000000000004,7.300000000000001,0,Adolescente (11-14),3
RA-266,Aluno-266,3,I,2006,16,Menina,2019,7.5,5.8,5.6,6.0,6.583,2.5,5.987,Quartzo,-3,0,5.0,6.7,6.3,Ágata,1.5,5.9,0,Jovem (15+),3
RA-267,Aluno-267,3,I,2007,15,Menina,2016,10.0,7.4,5.0,3.3,6.292,5.0,6.012,Ágata,-2,0,2.3,4.8,2.7,Ágata,6.7,5.35,1,Jovem (15+),6
RA-268,Aluno-268,3,K,2008,14,Menina,2021,9.2,6.7,6.3,5.7,7.208,5.0,6.695,Ágata,-1,0,7.0,6.8,3.2,Ágata,3.499999999999999,6.2,0,Adolescente (11-14),1
RA-269,Aluno-269,3,K,2009,13,Menino,2022,9.2,8.6,6.3,8.9,7.25,10.0,8.231,Topázio,0,0,8.7,9.5,8.5,Topázio,0.29999999999999893,8.75,0,Adolescente (11-14),0
RA-270,Aluno-270,3,K,2009,13,Menina,2019,8.3,8.4,6.9,7.9,8.125,10.0,8.226,Topázio,0,0,8.0,7.2,8.5,Ametista,0.40000000000000036,8.15,0,Adolescente (11-14),3
RA-271,Aluno-271,3,K,2007,15,Menina,2022,9.2,8.5,5.6,7.1,6.958,5.0,7.255,Ametista,-2,0,6.3,6.5,8.3,Ametista,2.0999999999999996,7.8,0,Jovem (15+),0
RA-272,Aluno-272,3,K,2008,14,Menino,2021,9.2,5.7,7.5,5.1,6.417,5.0,6.361,Ágata,-1,0,5.0,6.8,3.5,Ágata,4.1,5.4,0,Adolescente (11-14),1
RA-273,Aluno-273,3,K,2008,14,Menina,2018,9.2,5.3,7.5,3.0,5.833,5.0,5.679,Quartzo,-1,0,3.8,4.7,0.5,Ágata,6.199999999999999,4.15,1,Adolescente (11-14),4
RA-274,Aluno-274,3,K,2011,11,Menina,2019,7.9,8.3,7.5,8.1,7.0,10.0,7.946,Ametista,1,0,8.1,9.3,7.0,Ametista,-0.1999999999999993,8.2,1,Adolescente (11-14),3
RA-275,Aluno-275,3,K,2007,15,Menino,2018,9.6,6.9,7.5,4.6,6.667,5.0,6.665,Ágata,-2,0,5.0,6.0,2.7,Ágata,5.0,5.75,1,Jovem (15+),4
RA-276,Aluno-276,3,K,2008,14,Menina,2017,7.1,5.7,5.6,4.3,5.125,5.0,5.527,Quartzo,-1,0,3.7,6.0,3.3,Ágata,2.8,5.0,1,Adolescente (11-14),5
RA-277,Aluno-277,3,K,2008,14,Menino,2021,7.1,8.8,7.5,7.4,7.208,5.0,7.411,Ametista,-1,0,7.2,7.0,8.2,Ametista,-0.3000000000000007,8.100000000000001,0,Adolescente (11-14),1
RA-278,Aluno-278,3,K,2010,12,Menino,2018,8.8,9.2,5.6,6.0,7.417,10.0,7.741,Ametista,0,0,5.7,5.8,6.4,Ametista,2.8000000000000007,7.6,0,Adolescente (11-14),4
RA-279,Aluno-279,3,K,2009,13,Menino,2019,9.2,9.9,6.3,9.1,8.208,10.0,8.815,Topázio,0,0,9.7,8.3,9.3,Topázio,0.09999999999999964,9.5,0,Adolescente (11-14),3
RA-280,Aluno-280,3,K,2009,13,Menina,2021,7.5,9.2,7.5,7.1,7.333,10.0,8.046,Ametista,0,0,5.7,7.0,8.7,Ametista,0.40000000000000036,8.149999999999999,0,Adolescente (11-14),1
RA-281,Aluno-281,3,K,2009,13,Menina,2019,6.7,6.9,7.5,5.9,5.625,10.0,6.806,Ágata,0,0,5.0,6.8,6.0,Ágata,0.7999999999999998,6.4,0,Adolescente (11-14),3
RA-282,Aluno-282,3,K,2009,13,Menina,2019,8.8,6.8,7.5,4.0,5.625,10.0,6.618,Ágata,0,0,4.7,6.3,1.0,Ágata,4.800000000000001,5.4,1,Adolescente (11-14),3
RA-283,Aluno-283,3,K,2008,14,Menino,2020,9.6,8.8,7.5,5.6,6.625,5.0,7.131,Ametista,-1,0,4.5,5.8,6.6,Ametista,4.0,7.2,0,Adolescente (11-14),2
RA-284,Aluno-284,3,L,2009,13,Menino,2022,6.7,5.1,5.6,3.8,5.958,10.0,5.939,Quartzo,0,0,7.0,4.5,0.0,Ágata,2.9000000000000004,4.449999999999999,1,Adolescente (11-14),0
RA-285,Aluno-285,3,L,2006,16,Menina,2020,9.2,4.1,7.5,2.8,5.75,2.5,5.063,Quartzo,-3,0,4.0,3.2,1.2,Quartzo,6.3999999999999995,3.4499999999999997,1,Jovem (15+),2
RA-286,Aluno-286,3,L,2007,15,Menina,2022,7.1,5.8,6.3,3.0,5.625,5.0,5.424,Quartzo,-2,0,4.7,2.3,2.0,Quartzo,4.1,4.4,1,Jovem (15+),0
RA-287,Aluno-287,3,L,2005,17,Menina,2022,7.9,3.4,5.0,1.1,4.292,2.5,3.7,Quartzo,-4,0,0.7,2.5,0.2,Quartzo,6.800000000000001,2.25,1,Jovem (15+),0
RA-288,Aluno-288,3,L,2006,16,Menina,2022,0.0,5.6,6.3,0.0,6.833,2.5,4.097,Quartzo,-3,0,,,,Quartzo,0.0,2.8,1,Jovem (15+),0
RA-289,Aluno-289,3,L,2008,14,Menina,2020,0.0,7.8,6.3,6.8,7.25,5.0,6.236,Ágata,-1,0,5.3,7.5,7.5,Ágata,-6.8,7.3,0,Adolescente (11-14),2
RA-290,Aluno-290,3,L,2005,17,Menina,2022,10.0,3.9,6.3,1.7,6.042,2.5,4.929,Quartzo,-4,0,1.0,2.3,1.8,Quartzo,8.3,2.8,1,Jovem (15+),0
RA-291,Aluno-291,3,L,2009,13,Menino,2022,8.3,8.2,6.9,8.0,7.792,10.0,8.122,Topázio,0,0,8.0,7.5,8.5,Ametista,0.3000000000000007,8.1,0,Adolescente (11-14),0
RA-292,Aluno-292,3,L,2006,16,Menino,2022,7.9,3.7,7.5,1.8,6.292,2.5,4.837,Quartzo,-3,0,0.0,5.0,0.5,Quartzo,6.1000000000000005,2.75,1,Jovem (15+),0
RA-293,Aluno-293,3,L,2009,13,Menino,2022,8.8,2.9,7.5,2.3,3.333,10.0,4.875,Quartzo,0,0,2.0,3.8,1.0,Quartzo,6.500000000000001,2.5999999999999996,1,Adolescente (11-14),0
RA-294,Aluno-294,3,L,2004,18,Menina,2022,9.6,5.8,7.5,0.0,5.917,2.5,5.031,Quartzo,-5,0,,,,Quartzo,9.6,2.9,1,Jovem (15+),0
RA-295,Aluno-295,3,M,2008,14,Menina,2022,7.9,8.0,7.5,6.9,7.375,5.0,7.305,Ametista,-1,0,5.3,7.7,7.7,Ametista,1.0,7.45,0,Adolescente (11-14),0
RA-296,Aluno-296,3,M,2007,15,Menina,2022,8.8,3.6,7.5,2.8,3.833,5.0,4.665,Quartzo,-2,0,5.7,2.7,0.2,Quartzo,6.000000000000001,3.2,1,Jovem (15+),0
RA-297,Aluno-297,3,M,2009,13,Menina,2022,7.1,7.9,6.3,6.6,7.417,10.0,7.478,Ametista,0,0,6.3,5.3,8.2,Ametista,0.5,7.25,0,Adolescente (11-14),0
RA-298,Aluno-298,3,M,2009,13,Menino,2019,9.2,6.3,5.6,5.2,5.417,10.0,6.409,Ágata,0,0,5.5,4.8,,Ágata,3.999999999999999,5.75,0,Adolescente (11-14),3
RA-299,Aluno-299,3,M,2009,13,Menina,2019,7.1,8.2,5.0,6.8,6.708,10.0,7.278,Ametista,0,0,6.3,7.3,6.7,Ametista,0.2999999999999998,7.5,0,Adolescente (11-14),3
RA-300,Aluno-300,3,M,2008,14,Menino,2022,5.4,6.9,6.3,3.1,5.875,5.0,5.557,Quartzo,-1,0,2.7,4.8,1.7,Ágata,2.3000000000000003,5.0,1,Adolescente (11-14),0
RA-301,Aluno-301,3,M,2009,13,Menina,2019,8.8,5.8,5.6,6.3,6.042,10.0,6.802,Ágata,0,0,6.5,7.2,5.4,Ágata,2.500000000000001,6.05,0,Adolescente (11-14),3
RA-302,Aluno-302,3,M,2006,16,Menino,2022,9.2,7.7,6.9,4.8,6.208,2.5,6.334,Ágata,-3,0,4.3,5.0,5.0,Ágata,4.3999999999999995,6.25,1,Jovem (15+),0
RA-303,Aluno-303,3,M,2008,14,Menino,2019,7.5,7.2,7.5,3.9,5.375,5.0,6.03,Ágata,-1,0,3.8,4.0,,Ágata,3.6,5.55,1,Adolescente (11-14),3
RA-304,Aluno-304,3,M,2007,15,Menino,2020,8.8,7.7,7.5,4.3,5.542,5.0,6.355,Ágata,-2,0,3.0,5.5,,Ágata,4.500000000000001,6.0,1,Jovem (15+),2
RA-305,Aluno-305,3,M,2008,14,Menino,2019,7.9,6.6,7.5,4.8,5.208,5.0,6.058,Ágata,-1,0,2.8,6.7,,Ágata,3.1000000000000005,5.699999999999999,1,Adolescente (11-14),3
RA-306,Aluno-306,3,M,2008,14,Menina,2021,8.3,6.8,7.5,5.2,5.958,5.0,6.427,Ágata,-1,0,4.7,5.8,5.0,Ágata,3.1000000000000005,6.0,0,Adolescente (11-14),1
RA-307,Aluno-307,3,M,2008,14,Menino,2022,5.4,4.5,7.5,2.5,4.708,5.0,4.733,Quartzo,-1,0,5.0,0.0,,Quartzo,2.9000000000000004,3.5,1,Adolescente (11-14),0
RA-308,Aluno-308,3,M,2009,13,Menino,2019,7.9,7.4,6.9,5.0,6.167,10.0,6.93,Ágata,0,0,6.7,5.5,2.8,Ametista,2.9000000000000004,6.2,0,Adolescente (11-14),3
RA-309,Aluno-309,3,M,2008,14,Menina,2022,9.2,5.2,7.5,6.5,5.083,5.0,6.151,Ágata,-1,0,7.0,6.0,,Ágata,2.6999999999999993,5.85,0,Adolescente (11-14),0
RA-310,Aluno-310,3,M,2007,15,Menina,2022,7.9,7.5,7.5,4.5,6.0,5.0,6.4,Ágata,-2,0,3.7,3.8,6.0,Ágata,3.4000000000000004,6.0,1,Jovem (15+),0
RA-311,Aluno-311,3,N,2006,16,Menina,2022,7.9,5.6,5.0,5.2,6.222,2.5,5.652,Quartzo,-3,0,5.0,6.2,4.3,Ágata,2.7,5.4,0,Jovem (15+),0
RA-312,Aluno-312,3,N,2009,13,Menina,2022,9.6,8.1,7.5,5.2,6.167,10.0,7.339,Ametista,0,0,6.0,4.5,5.0,Ametista,4.3999999999999995,6.65,0,Adolescente (11-14),0
RA-313,Aluno-313,3,N,2008,14,Menina,2022,7.5,7.0,5.0,4.1,5.889,5.0,5.8,Quartzo,-1,0,4.7,5.0,2.5,Ágata,3.4000000000000004,5.55,1,Adolescente (11-14),0
RA-314,Aluno-314,3,N,2009,13,Menina,2022,5.4,5.4,5.0,5.3,6.0,10.0,6.1,Ágata,0,0,4.3,3.3,8.3,Ágata,0.10000000000000053,5.35,0,Adolescente (11-14),0
RA-315,Aluno-315,3,N,2009,13,Menina,2022,6.7,5.1,7.5,3.0,5.056,10.0,5.672,Quartzo,0,0,3.0,4.2,1.8,Ágata,3.7,4.05,1,Adolescente (11-14),0
RA-316,Aluno-316,3,N,2008,14,Menina,2022,10.0,10.0,6.9,6.1,8.389,5.0,7.889,Ametista,-1,1,7.0,6.5,4.7,Ametista,3.9000000000000004,8.05,0,Adolescente (11-14),0
RA-317,Aluno-317,3,N,2009,13,Menino,2021,8.8,5.6,7.5,6.8,5.944,10.0,7.04,Ametista,0,0,4.7,5.7,10.0,Ametista,2.000000000000001,6.199999999999999,0,Adolescente (11-14),1
RA-318,Aluno-318,3,N,2008,14,Menina,2019,8.3,6.9,6.9,5.8,6.111,5.0,6.527,Ágata,-1,0,4.3,5.8,7.3,Ágata,2.500000000000001,6.35,0,Adolescente (11-14),3
RA-319,Aluno-319,3,N,2009,13,Menino,2022,9.2,7.7,7.5,5.2,7.5,10.0,7.448,Ametista,0,0,6.3,4.3,5.0,Ametista,3.999999999999999,6.45,0,Adolescente (11-14),0
RA-320,Aluno-320,3,N,2008,14,Menina,2022,8.8,10.0,6.9,6.4,8.667,5.0,7.897,Ametista,-1,1,7.3,6.3,5.7,Ametista,2.4000000000000004,8.2,0,Adolescente (11-14),0
RA-321,Aluno-321,3,N,2010,12,Menina,2022,9.2,9.1,5.6,5.2,8.278,10.0,7.792,Ametista,0,0,5.7,6.2,3.7,Ametista,3.999999999999999,7.15,0,Adolescente (11-14),0
RA-322,Aluno-322,3,N,2009,13,Menina,2022,7.1,8.1,5.0,4.7,6.778,10.0,6.859,Ágata,0,0,4.3,5.7,4.0,Ágata,2.3999999999999995,6.4,1,Adolescente (11-14),0
RA-323,Aluno-323,3,N,2009,13,Menino,2022,9.2,7.3,7.5,3.4,6.611,10.0,6.86,Ágata,0,0,7.3,2.5,0.5,Ágata,5.799999999999999,5.35,1,Adolescente (11-14),0
RA-324,Aluno-324,2,A,2012,10,Menina,2022,10.0,9.3,6.9,6.8,8.611,10.0,8.27,Topázio,0,1,6.3,7.2,,Topázio,3.2,8.05,0,Criança (até 10),0
RA-325,Aluno-325,2,A,2012,10,Menino,2022,9.5,6.8,7.5,6.0,8.444,10.0,7.619,Ametista,0,1,6.0,6.0,,Ametista,3.5,6.4,0,Criança (até 10),0
RA-326,Aluno-326,2,A,2010,12,Menina,2022,10.0,9.7,5.0,9.0,8.944,5.0,8.22,Topázio,-1,1,8.7,9.3,,Ametista,1.0,9.35,0,Adolescente (11-14),0
RA-327,Aluno-327,2,A,2011,11,Menino,2021,8.5,8.8,7.5,2.8,7.333,10.0,6.986,Ágata,0,0,2.3,3.2,,Ametista,5.7,5.800000000000001,1,Adolescente (11-14),1
RA-328,Aluno-328,2,A,2010,12,Menino,2020,10.0,7.0,7.5,5.3,7.5,5.0,6.823,Ágata,-1,0,4.0,6.5,,Ágata,4.7,6.15,0,Adolescente (11-14),2
RA-329,Aluno-329,2,A,2011,11,Menino,2019,7.4,6.9,4.4,5.0,5.778,10.0,6.313,Ágata,0,0,3.0,7.0,,Ágata,2.4000000000000004,5.95,0,Adolescente (11-14),3
RA-330,Aluno-330,2,A,2008,14,Menina,2018,9.5,8.8,7.5,2.5,7.056,5.0,6.446,Ágata,-2,0,2.3,2.7,,Ágata,7.0,5.65,1,Adolescente (11-14),4
RA-331,Aluno-331,2,A,2010,12,Menina,2019,9.0,8.7,7.5,3.7,6.944,5.0,6.636,Ágata,-1,0,2.3,5.0,,Ágata,5.3,6.199999999999999,1,Adolescente (11-14),3
RA-332,Aluno-332,2,A,2009,13,Menino,2017,9.5,9.0,8.1,7.5,8.5,5.0,7.883,Ametista,-1,1,7.5,7.5,,Ametista,2.0,8.25,0,Adolescente (11-14),5
RA-333,Aluno-333,2,A,2008,14,Menino,2018,8.0,5.8,3.8,2.9,6.722,5.0,5.249,Quartzo,-2,0,0.2,5.7,,Quartzo,5.1,4.35,1,Adolescente (11-14),4
RA-334,Aluno-334,2,A,2011,11,Menina,2019,6.9,9.2,4.4,8.0,8.722,10.0,7.961,Ametista,0,1,7.0,9.0,,Ametista,-1.0999999999999996,8.6,0,Adolescente (11-14),3
RA-335,Aluno-335,2,A,2012,10,Menino,2022,9.5,9.4,7.5,7.4,6.833,10.0,7.902,Ametista,0,0,5.8,9.0,,Ametista,2.0999999999999996,8.4,0,Criança (até 10),0
RA-336,Aluno-336,2,A,2009,13,Menino,2016,9.5,8.5,4.4,5.1,7.889,5.0,6.787,Ágata,-1,0,4.5,5.7,,Ágata,4.4,6.8,0,Adolescente (11-14),6
RA-337,Aluno-337,2,B,2011,11,Menino,2022,10.0,9.3,7.5,5.8,7.611,10.0,7.914,Ametista,0,0,7.5,4.0,,Ametista,4.2,7.550000000000001,0,Adolescente (11-14),0
RA-338,Aluno-338,2,B,2010,12,Menino,2019,8.5,7.3,7.5,5.8,7.611,5.0,6.837,Ágata,-1,0,5.3,6.2,,Ágata,2.7,6.55,0,Adolescente (11-14),3
RA-339,Aluno-339,2,B,2011,11,Menina,2019,6.9,9.9,7.5,8.1,8.889,10.0,8.488,Topázio,0,1,7.1,9.2,,Topázio,-1.1999999999999993,9.0,0,Adolescente (11-14),3
RA-340,Aluno-340,2,B,2011,11,Menino,2017,9.0,8.2,7.5,6.5,7.667,10.0,7.721,Ametista,0,0,6.0,7.0,,Ametista,2.5,7.35,0,Adolescente (11-14),5
RA-341,Aluno-341,2,B,2010,12,Menino,2022,8.0,7.7,7.5,5.8,7.5,5.0,6.854,Ágata,-1,0,5.0,6.5,,Ágata,2.2,6.75,0,Adolescente (11-14),0
RA-342,Aluno-342,2,B,2008,14,Menina,2021,9.0,6.7,7.5,6.6,7.5,5.0,6.941,Ágata,-2,0,5.5,7.7,,Ametista,2.4000000000000004,6.65,0,Adolescente (11-14),1
RA-343,Aluno-343,2,B,2008,14,Menino,2020,9.5,7.4,7.5,5.9,7.167,5.0,6.9,Ágata,-2,0,4.2,7.7,,Ametista,3.5999999999999996,6.65,0,Adolescente (11-14),2
RA-344,Aluno-344,2,B,2011,11,Menino,2019,8.5,8.3,7.5,4.5,7.5,10.0,7.263,Ametista,0,0,2.3,6.7,,Ametista,4.0,6.4,1,Adolescente (11-14),3
RA-345,Aluno-345,2,B,2009,13,Menino,2021,9.5,5.4,5.6,3.6,6.667,5.0,5.75,Quartzo,-1,0,1.3,5.8,,Ágata,5.9,4.5,1,Adolescente (11-14),1
RA-346,Aluno-346,2,B,2012,10,Menino,2022,10.0,9.1,7.5,7.0,7.889,10.0,8.143,Topázio,0,0,6.0,8.0,,Ametista,3.0,8.05,0,Criança (até 10),0
RA-347,Aluno-347,2,B,2010,12,Menina,2019,9.0,10.0,5.6,8.5,8.0,5.0,7.908,Ametista,-1,0,8.5,8.5,,Ametista,0.5,9.25,0,Adolescente (11-14),3
RA-348,Aluno-348,2,B,2010,12,Menino,2022,9.0,8.7,7.5,1.8,5.833,5.0,5.864,Quartzo,-1,0,0.5,3.0,,Ágata,7.2,5.25,1,Adolescente (11-14),0
RA-349,Aluno-349,2,B,2010,12,Menino,2021,9.5,7.7,7.5,3.7,3.944,5.0,5.658,Quartzo,-1,0,2.2,5.2,,Ágata,5.8,5.7,1,Adolescente (11-14),1
RA-350,Aluno-350,2,D,2011,11,Menina,2022,10.0,8.8,7.5,6.5,8.611,10.0,8.206,Topázio,0,1,7.0,6.0,,Ametista,3.5,7.65,0,Adolescente (11-14),0
RA-351,Aluno-351,2,D,2008,14,Menino,2022,9.0,7.2,7.5,4.0,8.111,5.0,6.622,Ágata,-2,0,3.2,4.8,,Ágata,5.0,5.6,1,Adolescente (11-14),0
RA-352,Aluno-352,2,D,2011,11,Menino,2019,9.0,8.1,5.6,7.0,8.389,10.0,7.834,Ametista,0,1,7.3,6.7,,Ametista,2.0,7.55,0,Adolescente (11-14),3
RA-353,Aluno-353,2,D,2011,11,Menina,2022,7.0,10.0,7.5,7.5,8.444,10.0,8.264,Topázio,0,1,8.0,7.0,,Topázio,-0.5,8.75,0,Adolescente (11-14),0
RA-354,Aluno-354,2,D,2009,13,Menina,2018,8.5,4.3,7.5,4.5,7.333,5.0,5.858,Quartzo,-1,0,2.8,6.2,,Ágata,4.0,4.4,1,Adolescente (11-14),4
RA-355,Aluno-355,2,D,2010,12,Menina,2018,5.8,5.0,7.5,4.5,6.056,5.0,5.379,Quartzo,-1,0,5.5,3.5,,Quartzo,1.2999999999999998,4.75,1,Adolescente (11-14),4
RA-356,Aluno-356,2,D,2010,12,Menino,2019,10.0,8.4,5.0,4.6,8.278,5.0,6.69,Ágata,-1,0,5.3,3.8,,Ágata,5.4,6.5,1,Adolescente (11-14),3
RA-357,Aluno-357,2,D,2010,12,Menino,2022,8.0,9.6,7.5,8.5,7.778,5.0,7.836,Ametista,-1,0,10.0,7.0,,Ametista,-0.5,9.05,0,Adolescente (11-14),0
RA-358,Aluno-358,2,D,2009,13,Menino,2022,7.5,6.5,7.5,0.0,7.556,5.0,5.412,Quartzo,-1,0,0.0,0.0,,Quartzo,7.5,3.25,1,Adolescente (11-14),0
RA-359,Aluno-359,2,D,2010,12,Menina,2019,9.0,7.0,7.5,4.6,7.5,5.0,6.606,Ágata,-1,0,3.3,5.8,,Ágata,4.4,5.8,1,Adolescente (11-14),3
RA-360,Aluno-360,2,D,2010,12,Menina,2019,9.5,8.5,7.5,5.2,7.5,5.0,7.075,Ametista,-1,0,4.7,5.7,,Ametista,4.3,6.85,0,Adolescente (11-14),3
RA-361,Aluno-361,2,F,2009,13,Menina,2022,7.9,9.2,6.3,5.0,6.778,5.0,6.731,Ágata,-1,0,4.0,6.0,,Ágata,2.9000000000000004,7.1,0,Adolescente (11-14),0
RA-362,Aluno-362,2,F,2010,12,Menina,2018,8.5,7.9,7.5,7.9,7.5,5.0,7.413,Ametista,-1,0,6.5,9.3,,Ametista,0.5999999999999996,7.9,0,Adolescente (11-14),4
RA-363,Aluno-363,2,F,2010,12,Menino,2022,10.0,10.0,6.9,2.0,7.056,5.0,6.644,Ágata,-1,0,1.0,3.0,,Ágata,8.0,6.0,1,Adolescente (11-14),0
RA-364,Aluno-364,2,F,2011,11,Menino,2019,9.5,10.0,7.5,8.8,8.167,10.0,8.75,Topázio,0,0,9.5,8.0,,Topázio,0.6999999999999993,9.4,0,Adolescente (11-14),3
RA-365,Aluno-365,2,F,2012,10,Menina,2022,8.0,10.0,5.0,7.8,7.833,10.0,8.063,Topázio,0,0,6.0,9.5,,Ametista,0.20000000000000018,8.9,0,Criança (até 10),0
RA-366,Aluno-366,2,F,2010,12,Menino,2022,9.5,9.4,7.5,5.5,6.833,5.0,7.181,Ametista,-1,0,6.0,5.0,,Ametista,4.0,7.45,0,Adolescente (11-14),0
RA-367,Aluno-367,2,F,2010,12,Menina,2018,8.5,7.4,6.3,6.7,7.5,5.0,6.95,Ágata,-1,0,5.2,8.2,,Ametista,1.7999999999999998,7.050000000000001,0,Adolescente (11-14),4
RA-368,Aluno-368,2,F,2009,13,Menino,2018,8.0,7.9,5.0,7.3,7.5,5.0,6.969,Ágata,-1,0,5.5,9.0,,Ametista,0.7000000000000002,7.6,0,Adolescente (11-14),4
RA-369,Aluno-369,2,F,2011,11,Menino,2022,9.0,6.9,7.5,4.8,6.889,10.0,6.973,Ágata,0,0,4.0,5.5,,Ametista,4.2,5.85,1,Adolescente (11-14),0
RA-370,Aluno-370,2,F,2010,12,Menina,2018,8.5,8.2,5.0,7.2,7.611,5.0,7.066,Ametista,-1,0,5.2,9.2,,Ametista,1.2999999999999998,7.699999999999999,0,Adolescente (11-14),4
RA-371,Aluno-371,2,F,2012,10,Menina,2022,9.5,8.0,6.9,8.4,7.667,10.0,8.112,Topázio,0,0,7.8,9.0,,Ametista,1.0999999999999996,8.2,0,Criança (até 10),0
RA-372,Aluno-372,2,F,2012,10,Menino,2021,8.5,5.5,6.9,7.8,7.389,10.0,7.304,Ametista,0,0,8.3,7.2,,Ametista,0.7000000000000002,6.65,0,Criança (até 10),1
RA-373,Aluno-373,2,F,2011,11,Menino,2022,6.4,9.5,5.0,7.3,6.944,10.0,7.503,Ametista,0,0,6.5,8.0,,Ametista,-0.8999999999999995,8.4,0,Adolescente (11-14),0
RA-374,Aluno-374,2,F,2010,12,Menina,2021,9.0,9.8,7.5,6.9,7.944,5.0,7.747,Ametista,-1,0,5.3,8.5,,Ametista,2.0999999999999996,8.350000000000001,0,Adolescente (11-14),1
RA-375,Aluno-375,2,F,2011,11,Menino,2019,9.0,9.5,7.5,5.4,7.667,10.0,7.831,Ametista,0,0,3.3,7.5,,Ametista,3.5999999999999996,7.45,0,Adolescente (11-14),3
RA-376,Aluno-376,2,F,2010,12,Menina,2019,9.0,9.0,7.5,4.3,7.5,5.0,6.957,Ágata,-1,0,2.0,6.7,,Ametista,4.7,6.65,1,Adolescente (11-14),3
RA-377,Aluno-377,2,F,2010,12,Menina,2021,9.0,7.7,5.6,6.2,6.833,5.0,6.743,Ágata,-1,0,4.3,8.0,,Ágata,2.8,6.95,0,Adolescente (11-14),1
RA-378,Aluno-378,2,I,2010,12,Menino,2021,9.0,6.8,5.6,8.1,7.889,5.0,7.203,Ametista,-1,0,8.7,7.5,,Ametista,0.9000000000000004,7.449999999999999,0,Adolescente (11-14),1
RA-379,Aluno-379,2,I,2009,13,Menina,2022,8.5,8.1,7.5,5.0,6.778,5.0,6.722,Ágata,-1,0,5.0,5.0,,Ágata,3.5,6.55,0,Adolescente (11-14),0
RA-380,Aluno-380,2,I,2009,13,Menino,2017,7.9,4.4,5.0,2.5,4.833,5.0,4.556,Quartzo,-1,0,2.3,2.7,,Quartzo,5.4,3.45,1,Adolescente (11-14),5
RA-381,Aluno-381,2,I,2009,13,Menino,2018,9.0,8.3,6.9,3.3,6.944,5.0,6.454,Ágata,-1,0,1.5,5.2,,Ágata,5.7,5.800000000000001,1,Adolescente (11-14),4
RA-382,Aluno-382,2,I,2008,14,Menino,2017,9.0,7.7,6.3,5.4,7.333,5.0,6.777,Ágata,-2,0,4.0,6.8,,Ágata,3.5999999999999996,6.550000000000001,0,Adolescente (11-14),5
RA-383,Aluno-383,2,I,2011,11,Menino,2019,9.0,9.6,7.5,8.1,7.778,10.0,8.4,Topázio,0,0,8.0,8.2,,Topázio,0.9000000000000004,8.85,0,Adolescente (11-14),3
RA-384,Aluno-384,2,I,2010,12,Menina,2017,9.0,8.4,6.3,8.1,8.0,5.0,7.558,Ametista,-1,0,8.0,8.2,,Ametista,0.9000000000000004,8.25,0,Adolescente (11-14),5
RA-385,Aluno-385,2,I,2010,12,Menina,2022,7.4,7.5,5.0,4.9,6.5,5.0,6.083,Ágata,-1,0,2.7,7.2,,Ágata,2.5,6.2,1,Adolescente (11-14),0
RA-386,Aluno-386,2,I,2009,13,Menino,2019,10.0,5.9,5.6,4.0,7.222,5.0,6.104,Ágata,-1,0,3.7,4.3,,Ágata,6.0,4.95,1,Adolescente (11-14),3
RA-387,Aluno-387,2,I,2009,13,Menino,2019,7.0,8.2,7.5,3.7,6.833,5.0,6.323,Ágata,-1,0,1.3,6.0,,Ágata,3.3,5.949999999999999,1,Adolescente (11-14),3
